StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific_id,birth_year,gender,race,hispanic,attention_check_1,politics,education,care_1,fairness_1,loyalty_1,authority_1,purity_1,efficiency_1,null_1,care_2,fairness_2,loyalty_2,authority_2,purity_2,efficiency_2,care_3,fairness_3,loyalty_3,authority_3,purity_3,efficiency_3,care_4,fairness_4,loyalty_4,authority_4,purity_4,efficiency_4,null_2,care_5,fairness_5,loyalty_5,authority_5,purity_5,efficiency_5,care_6,fairness_6,loyalty_6,authority_6,purity_6,efficiency_6,rides_diversity,SAT_diversity,health_shareholders,profit_local,election_corporate
2023-07-17 21:01:56,2023-07-17 21:06:18,IP Address,146.70.186.140,100,262,True,2023-07-17 21:06:19,R_2xX0zzUB6LeXd8t,,,,,40.7157,-74,anonymous,EN,5df667847adf4b467599782d,1997,Male,Black or African American,No,Option 3,Republican,High school diploma or GED,3,4,4,4,5,4,5,3,4,3,3,3,5,3,1,5,4,4,5,3,1,5,0,4,4,5,5,5,4,5,4,3,4,0,5,4,4,5,"520 people avoid jail (90% Black, 10% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Shareholder Payout: $100 million, Number of People Who Receive Affordable Care: 5,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 21:02:26,2023-07-17 21:08:58,IP Address,47.5.71.98,100,391,True,2023-07-17 21:08:58,R_25H1i8J6grbAF3J,,,,,38.4479,-105.2206,anonymous,EN,5a20e562c3e60a0001780b67,1998,Female,White or Caucasian,No,Option 3,Independent,"Some college, but no degree",4,4,2,3,4,2,0,4,5,3,2,3,2,4,4,3,3,4,2,4,4,3,4,4,3,5,5,3,2,4,3,2,3,2,2,4,4,3,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:05:27,2023-07-17 21:11:29,IP Address,172.56.249.203,100,362,True,2023-07-17 21:11:30,R_Ao1PvUkCejD7bcl,,,,,39.7684,-86.158,anonymous,EN,61031048f58595acbfdf85b9,2003,Female,White or Caucasian,No,Option 3,Democrat,"Some college, but no degree",3,3,0,0,0,2,0,3,3,3,0,2,1,4,4,3,3,0,0,3,3,0,0,2,3,5,4,4,0,0,2,3,0,2,0,1,0,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 21:06:05,2023-07-17 21:12:33,IP Address,172.101.10.87,100,388,True,2023-07-17 21:12:34,R_NWNbuvqIdYEMwpP,,,,,44.3233,-69.7687,anonymous,EN,5f9858b14dff5d10e5c3cdb3,1991,Male,White or Caucasian,No,Option 3,Independent,Bachelor's degree,1,4,0,0,3,2,1,4,4,4,2,2,2,3,4,4,1,1,2,2,4,0,1,0,2,4,1,4,3,4,4,4,0,1,1,0,2,2,"710 people avoid jail (50% Black, 50% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:05:34,2023-07-17 21:13:39,IP Address,72.95.128.252,100,484,True,2023-07-17 21:13:39,R_3q7JTHVMaTiEF2Y,,,,,40.5672,-79.9708,anonymous,EN,62a779f845a7840040d41bf8,1993,Male,Hispanic or Latino,Yes,Option 3,Republican,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,4,3,3,4,4,0,2,5,5,4,3,1,3,4,5,3,5,2,3,3,5,4,1,1,5,0,4,5,5,3,3,0,0,1,4,3,5,"680 people avoid jail (10% Black, 90% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 21:05:04,2023-07-17 21:13:40,IP Address,73.112.252.92,100,515,True,2023-07-17 21:13:40,R_3sc4odDMcy6JtjL,,,,,40.5555,-74.2855,anonymous,EN,6150676e5c75d00e40216f08,1971,Female,White or Caucasian,No,Option 3,Democrat,"Some college, but no degree",3,5,0,2,2,3,0,4,3,3,1,2,1,5,5,3,5,0,0,5,4,0,1,2,2,5,5,3,0,2,1,1,5,2,2,2,1,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:12:45,2023-07-17 21:15:13,IP Address,184.15.95.42,100,147,True,2023-07-17 21:15:13,R_1P6kx9pkYQvpuL0,,,,,38.0834,-81.8303,anonymous,EN,63616b8b1218cce9fea3d743,1989,Male,White or Caucasian,No,Option 3,Independent,"Some college, but no degree",3,4,4,3,3,3,2,2,1,1,3,2,2,3,2,2,3,3,2,2,3,3,4,4,1,3,3,4,1,2,3,3,3,3,2,3,2,4,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Shareholder Payout: $100 million, Number of People Who Receive Affordable Care: 5,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 21:07:19,2023-07-17 21:15:13,IP Address,70.130.86.0,100,474,True,2023-07-17 21:15:14,R_6EZ7VlO7i62A2hr,,,,,33.8358,-117.9063,anonymous,EN,64b09f999ffbf42e99a0c424,1995,Male,Hispanic or Latino,Yes,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5,5,4,5,5,5,3,5,5,5,3,5,4,5,5,5,4,3,4,5,5,3,5,5,4,4,5,4,5,3,4,4,2,2,2,3,3,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:07:06,2023-07-17 21:15:45,IP Address,73.29.180.110,100,519,True,2023-07-17 21:15:46,R_3mgagQ3CguFzGfc,,,,,39.946,-74.1581,anonymous,EN,631910aab5323b5658ca4a39,1980,Female,White or Caucasian,No,Option 3,Other,Bachelor's degree,3,2,3,3,2,2,3,2,2,3,3,3,2,3,3,2,3,3,4,3,2,3,2,3,3,3,3,2,4,1,3,2,3,3,2,3,3,2,"730 people avoid jail (30% Black, 70% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 21:09:31,2023-07-17 21:15:47,IP Address,76.175.135.12,100,375,True,2023-07-17 21:15:47,R_bIZ2G0uByQ1lOZb,,,,,33.9571,-118.3622,anonymous,EN,62ba3c827ac84619443dc63d,1990,Male,White or Caucasian,No,Option 3,Other,High school diploma or GED,5,5,4,3,5,4,3,5,5,5,4,5,4,5,5,5,5,2,4,5,5,0,4,3,4,5,5,4,2,3,2,2,5,3,5,5,4,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 21:05:22,2023-07-17 21:17:10,IP Address,172.58.57.13,100,708,True,2023-07-17 21:17:11,R_2s5x4xExyZRGjFp,,,,,38.5774,-90.6709,anonymous,EN,61216047eea1fe5523aa30e4,2001,Female,White or Caucasian,No,Option 3,Democrat,"Some college, but no degree",5,5,1,3,4,1,2,5,5,4,2,5,5,5,5,3,4,0,2,4,5,0,3,4,3,5,5,4,0,0,5,2,5,5,3,2,2,0,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:07:32,2023-07-17 21:18:21,IP Address,67.1.171.112,100,649,True,2023-07-17 21:18:22,R_8HW8jfGVZkhLohH,,,,,32.1453,-110.9456,anonymous,EN,614e21ac1bc2dc695aea2365,1955,Male,White or Caucasian,No,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,4,0,3,3,2,0,5,3,2,1,0,0,5,3,1,3,0,1,4,4,1,3,0,1,4,5,4,0,1,0,1,0,0,1,1,0,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:08:16,2023-07-17 21:19:52,IP Address,108.210.96.110,100,695,True,2023-07-17 21:19:53,R_2b2AiHXMI7h5m9l,,,,,35.7704,-78.6293,anonymous,EN,644d3dfde5805e48d2d96c23,1966,Female,Black or African American,No,Option 3,Democrat,Associates or technical degree,5,5,4,4,4,3,2,5,5,4,3,3,2,5,5,3,3,5,5,5,5,0,5,4,4,5,5,4,4,5,4,3,3,3,1,3,4,4,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 21:14:46,2023-07-17 21:20:42,IP Address,107.200.216.17,100,355,True,2023-07-17 21:20:42,R_OJcaMVA3UKYoHxn,,,,,33.6404,-117.9226,anonymous,EN,5ec6364ae4faec00095f0f1e,1982,Female,White or Caucasian,No,Option 3,Democrat,Bachelor's degree,3,2,4,3,1,4,3,5,2,3,4,4,4,3,1,3,4,4,0,4,4,3,1,2,4,4,4,4,4,3,1,4,4,2,2,1,2,2,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:18:56,2023-07-17 21:21:08,IP Address,172.56.161.34,100,131,True,2023-07-17 21:21:09,R_3iCgOv6k2mbmuJy,,,,,40.7123,-74.0068,anonymous,EN,62c3b1a4336684ef3487547e,1995,Male,White or Caucasian,No,Option 3,Republican,Bachelor's degree,3,3,4,2,4,3,5,2,4,5,3,2,3,1,1,3,3,5,2,4,5,2,2,0,3,4,1,1,3,4,2,0,3,4,1,4,2,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 60%, Corporate control: 60%"
2023-07-17 21:15:39,2023-07-17 21:24:06,IP Address,174.203.66.4,100,507,True,2023-07-17 21:24:07,R_2RVM45tpZGz0EUd,,,,,30.4509,-91.1563,anonymous,EN,6303191d0d5146a87797e5e3,2002,Male,White or Caucasian,No,Option 3,Democrat,High school diploma or GED,4,3,0,1,4,2,0,5,4,4,0,4,1,5,4,4,2,4,1,4,5,3,5,2,2,5,5,3,1,5,3,1,0,4,1,5,3,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $40,000, Money Paid to Local Producers: $1,250,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:09:46,2023-07-17 21:24:15,IP Address,97.84.144.137,100,868,True,2023-07-17 21:24:15,R_SHHpTcDEqM3k0qB,,,,,43.4052,-83.9223,anonymous,EN,63a92e2605e59f352e566b83,1973,Female,White or Caucasian,No,Option 3,Democrat,"Some college, but no degree",3,5,3,5,4,3,1,4,5,5,1,4,4,4,5,5,5,5,4,3,5,2,4,4,4,5,5,4,1,3,0,4,2,1,2,4,3,0,"620 people avoid jail (70% Black, 30% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:18:55,2023-07-17 21:26:56,IP Address,100.6.161.184,100,481,True,2023-07-17 21:26:57,R_2YLnsPH3JRjGAsW,,,,,40.4047,-80.0132,anonymous,EN,610889dbb8bac62d9933beb1,1996,Female,White or Caucasian,No,Option 3,Independent,Bachelor's degree,5,4,0,0,2,0,0,2,5,3,1,3,0,5,5,1,3,1,0,5,5,1,2,5,0,4,5,3,1,1,1,0,4,4,1,1,0,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:21:02,2023-07-17 21:32:13,IP Address,72.104.217.77,100,671,True,2023-07-17 21:32:14,R_3jZqDMOX2vqi9hg,,,,,40.7787,-80.6246,anonymous,EN,639cb369acdac1e599b3d97c,1967,Female,White or Caucasian,No,Option 3,Democrat,High school diploma or GED,4,3,2,2,2,2,0,5,3,3,1,2,1,5,3,2,3,1,1,5,3,1,2,1,1,4,4,2,1,2,1,3,4,3,1,2,1,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:27:56,2023-07-17 21:32:42,IP Address,73.92.26.111,100,286,True,2023-07-17 21:32:43,R_3q99kX0M1etPhsx,,,,,37.374,-121.8595,anonymous,EN,6361c30e6cce2905491c97de,2002,Male,Multiracial or Biracial,No,Option 3,Independent,"Some college, but no degree",3,4,4,3,4,4,1,4,4,5,3,3,3,3,3,5,3,3,3,5,5,2,2,2,3,5,5,4,3,5,3,3,5,1,2,2,4,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:23:33,2023-07-17 21:32:44,IP Address,184.56.145.159,100,550,True,2023-07-17 21:32:44,R_2rHIt8HLYUZzxrH,,,,,41.4481,-82.0177,anonymous,EN,6157f554c8d842257650f397,1986,Male,Black or African American,No,Option 3,Democrat,"Some college, but no degree",5,5,1,3,5,3,0,5,5,5,0,4,3,5,5,5,5,0,0,5,5,0,2,3,4,5,5,4,0,2,0,0,1,4,3,3,3,0,"680 people avoid jail (10% Black, 90% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:27:07,2023-07-17 21:33:28,IP Address,99.2.1.7,100,381,True,2023-07-17 21:33:29,R_2U5AxWUssLWvLMA,,,,,35.9306,-86.8788,anonymous,EN,60f4770f1a89baae4b4f9ddb,1989,Male,White or Caucasian,No,Option 3,Democrat,"Graduate or Professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,5,3,3,2,3,2,4,4,3,3,4,3,4,5,3,2,5,4,4,4,2,4,1,1,4,5,2,3,1,2,2,4,4,2,3,2,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:17:57,2023-07-17 21:34:21,IP Address,75.69.30.106,100,984,True,2023-07-17 21:34:21,R_3LhSdlglne91Gtm,,,,,44.5068,-73.0884,anonymous,EN,,2006,Female,White or Caucasian,No,Option 3,Other,Some high school or less,4,4,0,0,1,1,2,5,4,3,1,3,2,5,5,2,2,0,0,4,4,0,1,3,3,4,5,2,1,0,0,2,1,5,1,0,0,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:27:02,2023-07-17 21:34:36,IP Address,107.196.222.68,100,453,True,2023-07-17 21:34:37,R_BIWlptQmV5kTDYR,,,,,31.7596,-106.4884,anonymous,EN,646d0c002229d5c74c06847c,1974,Female,Hispanic or Latino,Yes,Option 3,Democrat,Bachelor's degree,4,3,1,3,4,2,1,4,3,2,1,4,1,4,3,3,3,1,2,4,4,3,4,2,4,3,3,4,3,2,4,2,5,1,2,4,1,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1340, Diversity: 25% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:25:25,2023-07-17 21:35:38,IP Address,172.58.175.68,100,613,True,2023-07-17 21:35:39,R_1gcCGpx62sHTjib,,,,,28.5436,-81.3738,anonymous,EN,5e1830f02529b2116fa49e52,1994,Male,White or Caucasian,No,Option 3,Republican,High school diploma or GED,3,4,2,3,5,2,0,3,5,5,3,5,1,5,4,4,4,5,1,3,4,3,3,0,3,5,3,3,4,3,2,3,4,3,2,2,3,3,"710 people avoid jail (50% Black, 50% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $60 million, Care: 20,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:27:42,2023-07-17 21:36:09,IP Address,108.216.4.43,100,507,True,2023-07-17 21:36:10,R_22nW2BQWJslV1FL,,,,,29.9475,-81.5264,anonymous,EN,638d3556e70c7bf15705e35b,1955,Male,Black or African American,No,Option 3,Democrat,Bachelor's degree,5,5,3,4,5,5,2,4,4,4,4,5,4,5,5,4,4,5,3,5,5,3,4,0,2,4,0,5,0,4,1,3,5,2,4,4,5,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:30:32,2023-07-17 21:36:46,IP Address,98.151.192.68,100,374,True,2023-07-17 21:36:47,R_5j8fa662KdKBoDn,,,,,19.6531,-155.9798,anonymous,EN,562e4469733ea00005163785,1974,Male,White or Caucasian,No,Option 3,Democrat,Bachelor's degree,3,1,0,1,4,0,0,3,4,3,3,3,0,5,3,1,4,0,1,2,2,4,4,3,4,4,2,1,0,3,3,2,0,0,1,3,0,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:23:40,2023-07-17 21:39:02,IP Address,24.127.109.75,100,922,True,2023-07-17 21:39:02,R_3gMxYi6HjUjBj1a,,,,,42.1055,-83.2795,anonymous,EN,5d295e07d3edf9001a801625,1968,Female,White or Caucasian,No,Option 3,Republican,High school diploma or GED,3,3,2,3,5,3,0,5,3,3,2,4,2,5,3,2,3,5,2,3,5,5,3,5,3,5,5,4,3,5,5,1,4,1,3,2,5,3,"520 people avoid jail (90% Black, 10% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:32:28,2023-07-17 21:40:37,IP Address,98.219.214.116,100,489,True,2023-07-17 21:40:38,R_3R9MqRY7InfvyxW,,,,,40.9999,-79.3527,anonymous,EN,5d1bf3619e033e001ba72630,1995,Female,White or Caucasian,No,Option 3,Republican,Associates or technical degree,5,3,3,4,3,2,0,4,5,5,2,5,2,5,4,4,5,4,3,4,5,4,5,3,3,5,4,4,3,3,3,1,4,1,2,5,4,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $40 million, Care: 25,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:32:52,2023-07-17 21:41:34,IP Address,149.76.80.18,100,522,True,2023-07-17 21:41:35,R_2Ph7L34K4MPPv3L,,,,,42.7926,-96.9218,anonymous,EN,60fcc9362291d286eae03c58,1997,Non-binary / third gender,White or Caucasian,No,Option 3,Democrat,"Some college, but no degree",3,4,0,1,1,0,0,5,4,3,2,3,2,5,5,4,2,0,1,4,5,0,2,1,4,4,5,3,0,0,1,2,5,5,3,1,0,1,"620 people avoid jail (70% Black, 30% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:29:34,2023-07-17 21:42:12,IP Address,97.115.84.249,100,758,True,2023-07-17 21:42:12,R_vJqfWKshPBwBb3z,,,,,45.5472,-122.6417,anonymous,EN,643bf6338ab6927af28b0b88,1993,Male,White or Caucasian,No,Option 3,Republican,"Some college, but no degree",2,2,1,1,3,1,1,3,3,2,3,3,1,3,2,2,3,5,2,2,3,4,2,2,2,4,2,3,3,4,3,3,3,2,3,3,4,2,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $80,000, Money Paid to Local Producers: $750,000","Chance of winning: 70%, Corporate control: 80%"
2023-07-17 21:24:39,2023-07-17 21:42:48,IP Address,172.56.160.252,100,1089,True,2023-07-17 21:42:48,R_3nkBVoTf3qKE6Ld,,,,,40.7123,-74.0068,anonymous,EN,5bd45c509afb5b00015c48f4,1953,Female,Hispanic or Latino,Yes,Option 3,Republican,Bachelor's degree,4,5,0,3,3,0,0,3,4,0,0,0,0,5,5,0,3,5,0,4,3,5,5,0,1,5,5,4,0,4,0,0,4,0,1,1,5,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $0, Money Paid to Local Producers: $1,500,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:40:59,2023-07-17 21:43:59,IP Address,75.128.195.145,100,180,True,2023-07-17 21:43:59,R_4PK35L9u4y7jjYl,,,,,43.4219,-88.1847,anonymous,EN,628eabb243fb4a73e29d9385,1995,Male,White or Caucasian,No,Option 3,Democrat,Bachelor's degree,2,4,2,3,3,0,0,2,4,3,2,1,1,2,4,2,4,2,1,2,4,2,4,1,3,5,1,3,3,4,2,1,2,1,3,3,4,1,"680 people avoid jail (10% Black, 90% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $80 million, Care: 15,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 80%, Corporate control: 100%"
2023-07-17 21:27:46,2023-07-17 21:44:23,IP Address,73.209.194.99,100,996,True,2023-07-17 21:44:23,R_2OIqlio0CZhDxYF,,,,,41.8486,-87.6288,anonymous,EN,61722e9337cb0deabd4ad9a5,1991,Non-binary / third gender,White or Caucasian,No,Option 3,Other,Bachelor's degree,5,5,0,0,0,0,0,4,5,1,0,0,0,5,5,0,0,0,0,4,5,0,0,0,2,5,5,5,0,0,0,0,2,5,0,0,0,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $0, Money Paid to Local Producers: $1,500,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:40:47,2023-07-17 21:44:27,IP Address,172.56.160.61,100,219,True,2023-07-17 21:44:27,R_1LuFFF9KuBz3Aoh,,,,,40.7123,-74.0068,anonymous,EN,60f998b6c4b98974b766eb98,1994,Male,Hispanic or Latino,Yes,Option 3,Republican,"Some college, but no degree",4,4,0,2,4,3,0,5,5,3,2,4,2,5,5,2,4,0,0,5,5,3,3,2,2,5,5,5,2,3,2,5,1,3,2,2,0,3,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1370, Diversity: 20% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 50%, Corporate control: 40%"
2023-07-17 21:29:34,2023-07-17 21:44:34,IP Address,35.146.107.199,100,899,True,2023-07-17 21:44:34,R_2dh8PoRId8naT5N,,,,,32.7889,-96.8021,anonymous,EN,643ac28192af48c396d97709,1972,Non-binary / third gender,White or Caucasian,No,Option 3,Democrat,"Some college, but no degree",3,4,0,1,0,0,0,4,4,2,1,0,0,5,5,2,4,0,1,5,5,0,1,0,1,5,4,0,0,0,0,0,2,1,1,4,0,1,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1300, Diversity: 30% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:36:48,2023-07-17 21:45:08,IP Address,76.16.33.244,100,500,True,2023-07-17 21:45:08,R_2YtDKiEYWnNB9xG,,,,,41.874,-88.0038,anonymous,EN,60504d76137312c86f02c52c,2003,Female,White or Caucasian,No,Option 3,Democrat,High school diploma or GED,4,5,0,1,1,1,0,3,5,4,0,4,1,5,5,3,3,0,0,5,5,0,1,1,4,5,5,4,1,0,0,2,1,3,1,3,0,0,"710 people avoid jail (50% Black, 50% White)","Avg. SAT: 1390, Diversity: 15% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $60,000, Money Paid to Local Producers: $1,000,000","Chance of winning: 40%, Corporate control: 0%"
2023-07-17 21:32:12,2023-07-17 21:45:10,IP Address,174.230.150.119,100,778,True,2023-07-17 21:45:11,R_3Hn8i1Msk4fK8qu,,,,,34.7679,-92.1466,anonymous,EN,646d783ab527c5f05e4eac68,1966,Female,White or Caucasian,No,Option 3,Republican,Bachelor's degree,5,5,4,4,5,3,0,5,4,4,1,1,1,5,5,2,5,3,0,5,5,4,4,3,3,5,5,5,2,3,0,0,5,0,1,2,4,2,"710 people avoid jail (50% Black, 50% White)","Average SAT Score: 1400, Diversity Measure: 10% underrepresented minority students","Payout: $0, Care: 35,000","Quarterly Profit: $100,000, Money Paid to Local Producers: $500,000","Chance of winning: 40%, Corporate control: 0%"
